序号,粤语,普通话,新拟粤语（广州音）拼音,场景,来源
7660,老虎头上钉虱乸,习语。在老虎头上掐虱子。比喻胆大妄为：你真系～，噉你都做得出嘅［你真是胆大包天，这你都做得出来］？,lou4fu3 tau2soeng6 deng1 sad7naa3,习语,现代粤语词典
7661,老糠都要榨出油,习语。连米糠也要榨油。比喻剥削严重：佢真系～，好多工人佢度都做唔耐［他剥削很厉害，很多工人在他那里都干不长久］。,lou4hong1 dou1yiu5 zaa5coed7 yau2,习语,现代粤语词典
7662,两头唔受中间受,习语。❶互相客气推让，让第三者得益：你又唔要佢又唔要，我就～，唔客气喇［你不要，他也不要，那我就不客气要了］。➋第三方私吞甲方给乙方的钱物：叫佢帮我退翻啲钱畀阿四，点知佢～［本来叫他帮我将钱退给阿四，谁知他自己私吞了］。,loeng4tau2 m2sau6 zung1gaan1 sau6,习语,现代粤语词典
7663,留翻啖气暖下肚,习语。把要爆发的怒气留下来暖肚子，意指劝人别生气：同佢讲咁多冇用，你～啦［跟他说那么多没用，留些气力保重身体好了］。,lau2faan1 daam6hei5 nyun4haa4 tou4,习语,现代粤语词典
7664,六月六，黄皮熟,习语。农历六月初为黄皮成熟上市时节。,"lug9yud9lug9,wong2pei3sug9",习语,现代粤语词典
7665,龙船长，恶出涌,习语。龙船太长而无法在小河沟进出，意指东西过大、不灵便：间工厂太大，转产冇人哋方便，～吖嘛［工厂太大，转产没有人家方便，船大不好掉头啊］。,lung2syun2 coeng2，og8 coed7cung1,习语,现代粤语词典
7666,笼面田鸡慢爪蟹,习语。意指物品质量不好，也指人的素质低下的：你咪呢啲～嚟坤我，啲靓嘢出嚟［你不要拿这些差东西来骗我，拿些质量好的出来］。,lung2min3 tin2gai1 maan6zaau3haai4,习语,现代粤语词典
7667,落雨收柴，乱揦,习语。意指情况紧急时抓瞎：唔好～，睇好边件就边件［别乱拿东西，看好哪一件才拿］。,"log9yu4 sau1caai2,lyun6laa3",习语,现代粤语词典
7668,卖花姑娘插竹叶,习语。卖花姑娘的花是用来卖的，自己只能插竹叶来妆饰。比喻为人作嫁：你仆心仆命帮大家争取升人工，自己仲系鸡嗉咁多，真系～吖［你费心帮大家争取加工资，自己还是那么点，真是为他人作嫁衣裳了］。,maai6faa1 gu1noeng2 caab8 zug7yib9,习语,现代粤语词典
7669,卖剩蔗，周围凭,习语。卖剩的甘蔗到处乱放。比喻东站站西靠靠，无所事事：做人醒目勤力啲，咪好似～［做人要聪明勤快点，不要无所事事的样子］。,maai6sing6ze5，zau1  wai2 bang6,习语,现代粤语词典
7670,卖鲩鱼尾，搭嘴,习语。鲩鱼尾比鱼身或鱼头略贵，市场上卖鲩鱼尾时通常会搭点鱼头。“搭嘴”意为插嘴、插话：至憎啲人成日～［最讨厌有的人老是插嘴］。,maai6 waan4yu2 mei4，daab8zoey3,习语,现代粤语词典
7671,卖咸鱼食咸鱼屎,习语。卖咸鱼的通常舍不得吃用来卖的好咸鱼，而只吃卖剩的残次货。比喻节俭：边嚟大鱼大肉吖，～咋［哪来大鱼大肉啊，就吃些自己卖剩的东西罢了］。,maai6 haam2yu2 sig9 haam2yu2 si3,习语,现代粤语词典
7672,慢慢唔迟总要快,习语。动作慢点不要紧，能完成任务就行了：你～，按时交稿就得喇［你慢点不要紧，按时交稿就可以了］。,maan6maan3 m2ci2 zung3yiu5 faai5,习语,现代粤语词典
7673,芒种节，食唔切,习语。芒种前后瓜菜生长很快，多得来不及吃。,"mong2zung5zid8,sig9 m2cid8",习语,现代粤语词典
7674,盲拳打死老师傅,习语。没套路的拳让老拳师防不胜防。比喻不按章法行动有时恰好奏效：噉都被我撞中咗，真系～［这都给我碰巧中了，真是歪打正着］。,maang2kyun2 daa3sei3 lou4si1fu3,习语,现代粤语词典
7675,盲眼雷公，乱劈,习语。瞎眼雷公看不见，打雷乱劈。比喻不分是非地乱批评、乱打击：佢嬲起身边度理得咁多，咪～咯［他生气起来哪管那么多，就不分是非乱批评一通］。,"maang2ngaan4 loey2 gung1,lyun6peg8",习语,现代粤语词典
7676,妹仔大过主人婆,习语。婢女比女主人还大，说明主次颠倒：个月饼盒仲靓过月饼，咪就系～啰［月饼盒比月饼还漂亮，不就是主次颠倒了嘛］。,mui1zai3 daai6gwo5 zyu3yan2po2,习语,现代粤语词典
7677,密实姑娘假正经,习语。暗中恋爱而表面正经的女子。比喻假正经：十几年老友我仲唔了解你，你就系～［十几年老朋友了我还不了解你，你就是假正经］。,mad9sad9 gu1noeng2 gaa3 zing5ging1,习语,现代粤语词典
7678,南越王墓博物馆,习语。以南越王墓的遗址为基础建立的博物馆，位于越秀区解放北路，为岭南地区发现年代最早的汉初古墓。,Naam2yud9wong2mou6 bog8mad9gun3,习语,现代粤语词典
7679,年晚钱，饭后烟,习语。抽烟者常说的话，形容饭后一根烟使人快活。,nin2maan4 cin2，faan6 hau6 yin1,习语,现代粤语词典
7680,扒船打鼓一人兼,习语。赛龙船时划船敲鼓一人做。比喻忙得不可开交：老细仲未招到人，噉唯有我～咯［老板还没招到人，那只好我一人全包了］。,paa2syun2 daa3gu3 yad7yan2 gim1,习语,现代粤语词典
7681,彭祖尿壶，老积,习语。人很老气：咁细个讲嘢就似足大人，真系～㖞［这么小说话就像足了大人，真是老成呀］。,Paang2zou3 niu6wu3，lou4zig7,习语,现代粤语词典
7682,欠人钱债不是财,习语。欠了人家的债，手里的钱就等于不是自己的。,him5yan2 cin2zaai5 bad7si6 coi2,习语,现代粤语词典
7683,秋风起，三蛇肥,习语。刮秋风的时候，蛇类准备冬眠，体内养分充足，所以比较肥美。,cau1fung1 hei3，saam1se2 fei2,习语,现代粤语词典
7684,秋后扇，冇人睺,习语。秋天天气凉爽，扇子就没有人要了：呢啲款式太旧喇，直情系～咯［这些款式太旧了，没有人要了］。,cau1hau6 sin5，mou4 yan2 hau1,习语,现代粤语词典
7685,拳头不打笑面人,习语。不应对态度好的人施暴：～，你同佢讲嘢态度好啲就得啦［拳头不打笑脸人，你跟他说话态度好点就可以了］。,kyun2tau2 bad7daa3 siu5min6 yan2,习语,现代粤语词典
7686,人比人，比死人,习语。意指生活不应攀比，而应知足常乐：～，不如脚踏实地，做好自己。,yan2bei3yan2，bei3 sei3yan2,习语,现代粤语词典
7687,人老精，鬼老灵,习语。姜还是老的辣：～，你呃唔到佢嘅［姜还是老的辣，你骗不到他的］∣～，咪以为我老懵懂吖［人越老越精明，别以为我老糊涂了］。,yan2lou4 zeng1，gwai3 lou4 leng2,习语,现代粤语词典
7688,人怕打，字怕挂,习语。用来谦虚表达自己技艺不高。又说“人怕笑，字怕吊”。," yan2 paa5daa3,zi6 paa5gwaa5",习语,现代粤语词典
7689,人怕，米怕筛,习语。好心的人经不起别人苦苦哀求。,yan2 paa5ngai1，mai4 paa5sai1,习语,现代粤语词典
7690,人怕笑，字怕吊,习语。同“人怕打，字怕挂”。,yan2 paa5siu5，zi6 paa5diu5,习语,现代粤语词典
7691,人心不足蛇吞象,习语。比喻贪得无厌：新闻话佢贪咗十几亿吖，真系～［新闻说他贪了十几亿，真是贪得无厌］。,yan2sam1 bad7zug7 se2 tan1 zoeng6,习语,现代粤语词典
7692,人要面，树要皮,习语。人爱面子就像树不可缺皮一样。,yan2 yiu5min3，syu6 yiu5pei2,习语,现代粤语词典
7693,人一世，物一世,习语。意指人生短促，不要虚度年华：～，乜都要试下［人生短促，什么都要试试］。,yan2 yad7sai5，mad9 yad7sai5,习语,现代粤语词典
7694,日出早，雨淋脑,习语。前一天下雨，第二天虽然太阳出得早，但还会有雨。,yad9coed7 zou3，yu4 lam2nou4,习语,现代粤语词典
7695,三分颜色当大红,习语。比喻得到赞扬就得意忘形：人哋好声好气同你讲，你就唔好～喇［人家好好跟你说，你就别得意忘形］。又说“三分颜色上大红”。, saam1fan1 ngaan2 sig7 dong5 daai6hung2,习语,现代粤语词典
7696,三分颜色上大红,习语。同“三分颜色当大红”。,saam1fan1 ngaan2sig7 soeng4 daai6hung2,习语,现代粤语词典
7697,三个女人一个圩,习语。女人多则话语多：～，吵到我头都大［女人多就话多，吵得我头都大了］。,saam1go5 noey4yan3yad7go5 hoey1,习语,现代粤语词典
7698,三朝红云一朝风,习语。连续几天有红云，预示大风来临。,saam1ziu1 hung2wan2 yad7ziu1 fung1,习语,现代粤语词典
7699,臊臊哋都系羊肉,习语。羊肉虽然膻，但还是很好的肉食。比喻虽然有缺点，但还是不错：部手提旧咗啲，不过～，用住先啦［这台笔记本电脑有点旧，但还是好的，先用着吧］。,sou1sou1dei3 dou1 hai6 yoeng2yug9,习语,现代粤语词典
7700,山大斩埋亦系柴,习语。大山上的草木弄下来就是大堆柴火。比喻小数目积成大数目：做生意要薄利多销至得，～［做生意要薄利多销才行，小生意赚大钱］。,saan1daai6 zaam3 maai2 yig9hai6 caai2,习语,现代粤语词典
7701,山顶屎，通天臭,习语。比喻臭名昭著：我话你系～［我说你就是山顶屎，臭名远扬］。,saan1deng3 si3，tung1tin1 cau5,习语,现代粤语词典
7702,上得山多遇着虎,习语。经常上山就可能遇到老虎。比喻坏事做多终究会遭报应。,soeng4dag7 saan1 do1 yu6zoeg9 fu3,习语,现代粤语词典
7703,上五寸，下五寸,习语。小腿骨正面中间的一段：撞中我～，好痛［撞到我的小腿骨中段，很疼］！,soeng6 ng4cyun5，haa6 ng4cyun5,习语,现代粤语词典
7704,烧坏瓦，唔入沓,习语。烧坏的瓦片不平整，不能跟好瓦片摞在一起。比喻不合群：佢学校成个～，好似冇乜朋友［他在学校不合群，好像没什么朋友］。,siu1waai6ngaa4，m2 yab9daab9,习语,现代粤语词典
7705,深田浅芋疏兜姜,习语。稻田要深耕，芋头要浅种，种姜植株要稀疏。,sam1tin2 cin3wu6 so1 dau1goeng1,习语,现代粤语词典
7706,生白果，腥夹闷,习语。爱挑剔、难以相处：佢份人～，边得人中意吖［他这人很难相处，谁会喜欢啊］？,"saang1 baag9gwo3,seng1gaab8mun6",习语,现代粤语词典
7707,生仔唔知仔心肝,习语。父母生下儿女却不了解儿女心思：～啦，何况我同佢先识几日［父母都不一定了解孩子，何况我才认识他几天］。,saang1zai3 m2zi1 zai3 sam1gon1,习语,现代粤语词典
7708,声大大，冇嘢卖,习语。比喻人虚张声势，没有实际行动：讲咗咁多年要起屋，又唔系～［说了那么多年要盖房子，还不是光打雷不下雨］。,seng1daai6daai6，mou4 ye4 maai6,习语,现代粤语词典
7709,石灰铺路，白行,习语。比喻白走一趟：冇醒起今日系星期六，搞到～［没想起来今天是周六，弄得白跑了一回］。,"seg9fui1 pou1lou6,baag9haang2",习语,现代粤语词典
7710,石罅米，畀鸡啄,习语。石缝里的米粒只有鸡才能吃到，指喜好嫖妓的人：佢系～［他是个嫖徒］。,seg9laa5mai4，bei3 gai1 doeng1,习语,现代粤语词典
7711,食得咸鱼抵得渴,习语。吃咸鱼就不要怕口渴，比喻敢做敢当。,sig9dag7 haam2yu2 dai3dag7 hod8,习语,现代粤语词典
7712,使牛要惜牛辛苦,习语。用牛犁地要爱惜耕牛，比喻用人要关心爱护：～，你都要惜住班下属嘅［你要关心爱护下属］。,sai3ngau2 yiu5sig7 ngau2 san1fu3,习语,现代粤语词典
7713,守得云开见月明,习语。坚持到云开天晴的时候，意指只要坚持下去，总有出现好结果的时候。,sau3dag7 wan2hoi1 gin5 yud9ming2,习语,现代粤语词典
7714,瘦骨如柴煲辘竹,习语。形容非常瘦。, sau5gwad7 yu2caai2 bou1 lug7zug7,习语,现代粤语词典
7715,树上秾，地下空,习语。果树结果多了，地上的庄稼收成就不好。,syu6soeng6 nung2，dei6haa6 hung1,习语,现代粤语词典
7716,数还数，路还路,习语。意指人情和账目要分清。,"sou5waan2sou5,lou6waan2lou6",习语,现代粤语词典
7717,顺得哥情失嫂意,习语。顺从了哥哥就会得罪嫂子，意指左右为难：你话要打边炉，佢又想吃寿司，真系～［你说吃火锅，他又想吃寿司，真是左右为难］。,soen6dag7 go1cing2 sad7 sou3yi5,习语,现代粤语词典
7718,死猪唔怕滚水渌,习语。死猪不怕开水烫，意指对什么都无所谓：唔使理佢啦，他已经～咯［不用管他啦，他已经破罐破摔了］。,sei3zyu1 m2paa5 gwan3soey3 lug9,习语,现代粤语词典
7719,苏州过后冇艇搭,习语。比喻机会错过就再遇上了：坐唔坐顺风车吖？～［坐不坐顺风车？不坐就没机会了］。,Sou1zau1 gwo5hau6 mou4teng4 daab8,习语,现代粤语词典
7720,天跌落嚟当被冚,习语。天塌下来当被子盖，意指不畏惧、敢担当：～，唔使惊［天塌下来就当被子盖，不用怕］。,tin1 did8 log9lai2 dong5 pei4 kam3,习语,现代粤语词典
7721,田螺唔知自身曲,习语。比喻对自己的缺点没有自知之明。,tin2lo3 m2zi1 zi6san1 kug7,习语,现代粤语词典
7722,铁沙梨，咬唔入,习语。同“青砖沙梨，咬唔入”（611页）。,tid8saa1lei3，ngaau4 m2yab9,习语,现代粤语词典
7723,偷鸡唔到蚀拃米,习语。偷鸡不成反而蚀把米，比喻不但没占到便宜，反而受损。,tau1gai1 m2dou3 sid9 zaa6mai4,习语,现代粤语词典
7724,头耷耷，眼湿湿,习语。垂头丧气、伤心欲哭的样子：畀人闹几句就～［被人说几句就垂头丧气］。,"tau2dab7dab7, ngaan4 sab7sab7",习语,现代粤语词典
7725,瓦封领，包顶颈,习语。瓦做的衣领顶脖子，意指顶嘴抬杠。,ngaa4fung1leng4，baau1 ding3geng3,习语,现代粤语词典
7726,碗碟碰埋都有声,习语。碗和碟在一起总会碰出声音，意指经常在一起难免有些小摩擦，应包容体谅：～，两公婆嗌霎下有几奇呢［碗碟都有碰磕，夫妻吵吵架有什么奇怪］。,wun3dib9 pung5 maai2 dou1 yau4seng1,习语,现代粤语词典
7727,未见过大蛇屙屎,习语。意指没见过世面、孤陋寡闻。,mei6 gin5gwo5 daai6se2 o1si3,习语,现代粤语词典
7728,未学行，先学走,习语。还不会走路就学跑。形容人不是按部就班地学习，而是急于求成：～点得啊［怎么能急于求成呢］。,mei6 hog9haang2，sin1 hog9zau3,习语,现代粤语词典
7729,蚊螆恶，风雨作,习语。蚊子和小虫凶猛地咬人，预兆风雨即将来临。,"man1zi1 og8,fung1yu4 zog8",习语,现代粤语词典
7730,无声狗，咬死人,习语。见到人不叫的狗多半会冷不防咬人，比喻平时不作声的阴险人：闹人唔紧要，最惊系～咋［骂人不要紧，最怕那种很阴险的人］。,mou2seng1 gau3，ngaau4sei3 yan2,习语,现代粤语词典
7731,唔怕官，最怕管,习语。不怕做官的，就怕直接管自己的人。,m2paa5gun1，zoey5paa5gun3,习语,现代粤语词典
7732,唔食狗肉捞狗汁,习语。不吃狗肉却用狗肉汤汁拌饭，意指自欺欺人的行为。,m2sig9 gau3yug9 lou1 gau3zab7,习语,现代粤语词典
7733,唔食羊肉一身臊,习语。不吃羊肉身上却有羊的膻味，比喻没有参与其中却被误会牵连。,m2sig9 yoeng2yug9  yad7san1 sou1,习语,现代粤语词典
7734,唔同床唔知被烂,习语。不跟别人睡觉就不知别人的被子破旧，指不亲自体察就无法了解实际情况。,m2 tung2cong2 m2zi1 pei4laan6,习语,现代粤语词典
7735,唔系猛龙唔过江,习语。不是强龙不过江，意指敢外出闯荡的人大都是有能力的。,m2hai6 maang4lung2 m2 gwo5gong1,习语,现代粤语词典
7736,戏棚仔，好快大,习语。戏剧里的婴儿过了一两幕就长大成人，戏称小孩长得快。,hei5paang2zai3，hou3faai5 daai6,习语,现代粤语词典
7737,夏至狗，冇定走,习语。到了夏至，狗无路可逃。以前广东民间曾有夏至吃狗肉的习惯。,haa6zi5 gau3，mou4 deng6 zau3,习语,现代粤语词典
7738,先敬罗衣后敬人,习语。指势利的人对衣着华丽者恭恭敬敬，对衣着朴素者就冷眼相看：啲服务员～，下次我唔会再嚟帮衬［这些服务员都挺势利的，下次我不会再来了］。,sin1ging5 lo2yi1 hau6 ging5 yan2,习语,现代粤语词典
7739,相见好，同住难,习语。意指偶尔见面都友好客气，但长久住在一个地方却会产生矛盾：～，住埋一齐点都会有嗌霎［相见易、同住难，住在一起都会有争吵］。,soeng1gin5 hou3，tung2zyu6 naan2,习语,现代粤语词典
7740,小鬼唔见得大神,习语。比喻见到领导或大人物时心慌、怯场。,siu3gwai3 m2 gin5dag7 daai6san2,习语,现代粤语词典
7741,小心驶得万年船,习语。意指凡事谨慎就能长久平安。,siu3sam1 sai3dag7 maan6nin2 syun2,习语,现代粤语词典
7742,新屎坑，三日香,习语。新厕所只能保持几天无臭味。比喻对新东西只有短暂新鲜感：你真系～，个玩具玩咗几日就唔爱［你真是新鲜宝，玩具玩了几天就不要了］。,"san1si3haang1,saam1yad9 hoeng1",习语,现代粤语词典
7743,行步路都打倒褪,习语。走路也打倒退，形容干什么都不顺利：黑起上嚟真系～［倒霉时真是做什么都不顺］。,haang2bou6lou6 dou1 daa3dou5tan5,习语,现代粤语词典
7744,行船走马三分险,习语。乘船或骑马都有一定危险，比喻凡事都可能有风险，不能麻痹大意：～，出去做生意要小心啲吖［万事小心好，在外做生意要小心一点］。,haang2syun2 zau3 maa4 saam1fan1 him3,习语,现代粤语词典
7745,行得快，好世界,习语。走得快就有好运气。,haang2dag7 faai5，hou3 sai5gaai5,习语,现代粤语词典
7746,行运行到脚趾尾,习语。非常走运：佢真系～，头奖都中到［他真是非常幸运，居然中了头奖］。,haang2wan6 haang2 dou5 goeg8zi3mei1,习语,现代粤语词典
7747,行运医生医病尾,习语。走运的医生医治快要痊愈的病人：佢～啫，唔系个病人边有咁快好［他是刚好碰上病人快好了，要不那病人怎么那么快就好了］。,haang2wan6 yi1sang1 yi1 beng6mei4,习语,现代粤语词典
7748,牙擦擦，脷刮刮,习语。爱表现，夸夸其谈：佢～，死剩把口［他就只会夸夸其谈］。,"ngaa2caad8caad8,lei6gwaad8gwaad8",习语,现代粤语词典
7749,羊毛出在羊身上,习语。比喻表面上花在某些人身上的钱物，实际上还是取自那些人。,yoeng2mou2 coed7zoi6 yoeng2san1soeng6,习语,现代粤语词典
7750,一部通书睇到老,习语。意指墨守成规、死脑筋：做人要识得变通，唔好～［做人要会变通，不要死脑筋］。,yad7bou6 tung1syu1  tai3dou5 lou4,习语,现代粤语词典
7751,一处乡村一处例,习语。同“各处乡村各处例”（230页）。,yad7cyu5 hoeng1cyun1 yad7cyu5 lai6,习语,现代粤语词典
7752,一啖砂糖一啖屎,习语。比喻对人恩威并施、胡萝卜加大棒：对呢种人唔使咁好嘅，～噉就啱喇［对这种人不用太好，软硬兼施就对了］。,yad7daam6 saa1tong2  yad7daam6 si3,习语,现代粤语词典
7753,一道乡村一道例,习语。同“各处乡村各处例”（230页）。,yad7dou6 hoeng1cyun1 yad7dou6 lai6,习语,现代粤语词典
7754,一个荔枝三把火,习语。荔枝吃多了上火：～，唔好食咁多吖［荔枝上火，别吃太多］。,yad7go5 lai6zi1 saam1 baa3 fo3,习语,现代粤语词典
7755,一个田螺煠镬汤,习语。一个田螺煮一锅汤。❶菜肴淡而无味：呢碟乜味都冇，～［这盘菜淡而无味］。➋比喻过分节俭。➌比喻实际内容很少：讲咗半日嘢，乜内容都冇，～［讲了半天，一点实际的东西也没讲到］。,yad7go5 tin2lo3 saab9  wog9tong1,习语,现代粤语词典
7756,一个唔该使死人,习语。一句“谢谢”话就把人使唤得团团转，意指对别人的过分要求表示不满：佢都唔谂下人嘅，～［他也不想一下别人，老使唤人做这做那］。,yad7go5 m2goi1 sai3 sei3 yan2,习语,现代粤语词典
7757,一家便宜两家着,习语。意指对双方都有利：呢件事倾成咗就～［这事谈成了对大家都好］。,yad7gaa1 pin2yi2 loeng4gaa1 zoeg9,习语,现代粤语词典
7758,一家唔知一家事,习语。意指家家有难念的经：～，佢都过得好苦［家家都有难念的经，他也过得挺苦］。,yad7gaa1 m2zi1 yad7gaa1  si6,习语,现代粤语词典
7759,一文钱大过簸箕,习语。比喻吝啬、太看重钱财：佢～，想叫佢出钱就难喇［他把钱看得很重，想让他出钱就难了］。,yad7man2cin2 daai6 gwo5 bo5gei1,习语,现代粤语词典
7760,一眼针冇两头利,习语。一根针不可能两头锋利，比喻事物不可能十全十美。,yad7ngaan4 zam1 mou4 loeng4tau2 lei6,习语,现代粤语词典
7761,一样米养百样人,习语。意指世上什么人都有。, yad7yoeng6 mai4 yoeng4 baag8yoeng6 yan2,习语,现代粤语词典
7762,一砖豆腐想升仙,习语。比喻稍微有点知识便自以为精通，也指急于求成：学嘢要慢慢嚟，唔好～［学东西要慢慢来，不要急于求成］。,yad7zyun1 dau6fu6  soeng3 sing1sin1,习语,现代粤语词典
7763,医得头嚟脚抽筋,习语。治好了头，脚又抽筋。意指很忙乱：做完呢样又要做样，真系～［做完这个又要做那个，真是忙乱得很］。,yi1dag7tau2lai2 goeg8 cau1gan1,习语,现代粤语词典
7764,有得震，冇得,习语。意指担惊受怕：呢排城管搞到啲走鬼～［最近城管搞得小贩提心吊胆］。,yau4dag7 zan5，mou4 dag7 fan5,习语,现代粤语词典
7765,有胡须就系老窦,习语。❶有奶便是娘。➋粗心大意，想当然：咪～啦［别想当然啊］。,yau4 wu2sou1 zau6 hai6 lou4dau6,习语,现代粤语词典
7766,有头威，冇尾阵,习语。比喻虎头蛇尾、有始无终：做嘢唔好～［做事不能虎头蛇尾］。,"yau4 tau2wai1, mou4 mei4zan6",习语,现代粤语词典
7767,有爷生，冇乸教,习语。意指小孩缺家教。,"yau4ye2 saang1, mou4naa3 gaau5",习语,现代粤语词典
7768,鱼打晕，大雨临,习语。鱼在水面打圈，预兆大雨即将来临。,yu2 daa3wan6，daai6 yu4 lam2,习语,现代粤语词典
7769,鱼片粥，啱啱熟,习语。比喻刚刚认识：我两个～［我俩刚认识］。,"yu2pin3 zug7, ngaam1ngaam1 sug9",习语,现代粤语词典
7770,朝见口，晚见面,习语。比喻经常见面：我哋系隔篱邻舍，～，好熟落［我们是邻居，天天见面，很熟悉］。,"ziu1 gin5hau3, maan4 gin5min6",习语,现代粤语词典
7771,朝霓风，晚霓雨,习语。早晨出现霓预示刮风，黄昏出现霓预示下雨。,"ziu1ngai2 fung1, maan4ngai2 yu4",习语,现代粤语词典
7772,朝霞阴，晚霞晴,习语。早上有朝霞，可能会变阴，黄昏时有晚霞，就会变晴。,"ziu1haa2 yam1,maan4 haa2 cing2",习语,现代粤语词典
7773,砧板蚁，为食鬼,习语。砧板上有吃的，蚂蚁就会来，不管有被刀切的危险。指馋嘴的小孩：闻到味就流晒口水，真系～［闻到味道就流口水，真是馋嘴］。,zam1baan3 ngai4，wai6 sig9 gwai3,习语,现代粤语词典
7774,整定身势嫁皇帝,习语。准备迎接好运到来：你实有份升职啦，～都得喇［你肯定有份升职的，准备迎接好事吧］。,zing3ding6 san1sai5 gaa5 wong2dai5,习语,现代粤语词典
7775,知人口面不知心,习语。意指不能轻易地从表面言行判断一个人。,zi1yan2 hau3min6 bad7zi1 sam1,习语,现代粤语词典
7776,竹织鸭，冇心肝,习语。同“竹织鸡”。,zug7zig7aab8，mou4 sam1gon1,习语,现代粤语词典
7777,捉到鹿唔识脱角,习语。捕获了鹿却不知取鹿角。比喻不识货，有机会却不会利用。,zug7dou3 lug3 m2sig7 tyud8gog8,习语,现代粤语词典
7778,做到此官行此礼,习语。做什么官行什么官礼，意指各行有自己的行事规矩。,zou6dou5 ci3gwun1 haang2 ci3lai4,习语,现代粤语词典
7779,做惯乞儿懒做官,习语。做惯了乞丐就连官也懒得当，比喻积成习惯而不愿改变。,zou6gwaan5 had7yi1 laan4 zou6gwun1,习语,现代粤语词典
7780,择日不如撞日,习语。选日子倒不如碰到的日子好：～，一于就今日去啦［选日子不如随便定日子好，就今天去吧］。,zaag9yad9 bad7yu2 zong6 yad9,习语,现代粤语词典
7781,百闻不如一见,习语。听到一百次不如见到一次；亲眼看到的远比听说的可靠：今日大开眼界，真系～［今天大开眼界，真的是听一百次还不如亲眼看一次］。,baag8man2 bad7yu2 yad7gin5,习语,现代粤语词典
7782,鼻哥窿都冇肉,习语。受惊吓时鼻孔会张大。形容十分惊恐的样子：吓到我～［吓死我了］。,bei6go1lung1 dou1 mou4 yug9,习语,现代粤语词典
7783,弊弊都冇咁弊,习语。再也没有比这更糟的了：啱买嘅新手机畀人偷咗，真系～咯［刚买的新手机被人偷了，真是糟透了］。,bai3bai6 dou1 mou4 gam5 bai6,习语,现代粤语词典
7784,禀神都冇句真,习语。对神灵祷告都没句真话。形容撒谎成性：你千祈唔好信吖，佢～［你千万别信，他这人连拜神都没句真话］。,ban3san2 dou1 mou4 goey5 zan1,习语,现代粤语词典
7785,波罗鸡，靠黐,习语。比喻吃白食或借机沾点好处：结咗婚仲日日翻屋企食饭，真系～［结婚了还每天回家吃饭，就是蹭饭呗］。,bo1lo2gai1，kaau5ci1,习语,现代粤语词典
7786,擘大口得个窿,习语。哑口无言：吓到～［吓得哑口无言］。,maag8daai6 hau3 dag7 go5lung1,习语,现代粤语词典
7787,踩着芋荚当蛇,习语。比喻因惨痛经历而遇到相似情况也害怕；一朝被蛇咬，十年怕井绳：你唔使～，放胆去做啦［你不必一朝被蛇咬，十年怕井绳嘛，放手去做］。,caai3zoeg9 wu6gaab8 dong5se2,习语,现代粤语词典
7788,长命债长命还,习语。长期债务只能慢慢还：咁大笔数一时还唔清，唯有～啦［这么大的数目一时还不了，只能慢慢地还了］。,coeng2meng6 zaai5 coeng2meng6 waan2,习语,现代粤语词典
7789,迟到好过冇到,习语。迟到总比缺席好。比喻虽然错过时机，但做比不做好：唔紧要啦，～［不要紧，晚点总比不干好］。,ci2dou5 hou3gwo5 mou4dou5,习语,现代粤语词典
7790,凑够一个好字,习语。生养一男一女。,cau5gau5 yad7go5 hou3 zi6,习语,现代粤语词典
7791,大鸡唔食细米,习语。大鸡吃大粒米，小鸡吃小粒米。比喻大商号或工厂做大的生意、不做小买卖。也指“大人物”不屑于干鸡毛蒜皮的事：佢唔会同你倾呢单生意嘅，～吖嘛［他不会跟你谈这单生意的，他不做这些小买卖］。,daai6gai1 m2sig9 sai5- mai4,习语,现代粤语词典
7792,担担唔识转膊,习语。挑担不懂得轮换肩膀，比喻死板、不灵活：佢呢个人做事好落力，就系梗板一啲，～［他这人干活很卖力，就是死板了一点，挑担不懂换肩膀］。,daam1daam5 m2sig7 zyun5bog8,习语,现代粤语词典
7793,担屎都唔偷食,习语。挑粪肥时无人会偷吃，形容为人非常老实（诙谐说法）：佢就够老实咯，真系～吖［他够老实的，什么也不贪］。,daam1si3 dou1m2 tau1sig9,习语,现代粤语词典
7794,倒吊冇滴墨水,习语。墨水瓶倒过来也倒不出一滴墨水。比喻没文化：佢～，识得啲咩吖［他一点文化都没有，能懂什么］。,dou5diu5 mou4 dig9 mag9soey3,习语,现代粤语词典
7795,跌倒揦翻拃沙,习语。摔倒在地也要抓上一把沙子。❶比喻遭到挫折或失败后，多少也要挽回一点损失：佢嘅生意失败咗，得翻啲保险赔偿，算系～啦［他生意失败了，得到一些保险赔偿，算是挽回一点损失了］。➋比喻理亏狡辩，死要面子：你明知自己唔啱，仲同人哋拗，跌倒仲揦翻拃沙［你明知道自己不对还跟人狡辩，死要面子］。,did8dou3 laa3faan1 zaa6saa1,习语,现代粤语词典
7796,豆沙包，黑心,习语。豆沙包里的馅是棕黑色的。比喻坏心肠的人，其心是黑的：依家有啲无良商家正一系～吖［现在有些无良商家像豆沙包那样黑心啊］。,dau6saa1baau1，hag7 sam1,习语,现代粤语词典
7797,趷起条尾就知,习语。比喻根据细微动作就知道对方要做什么：阿妈一手凑大你，～你屙屎屙尿喇［妈妈一手带大你，你那些小动作，一看就知道想做什么］。,gad9hei3 tiu2 mei4 zau6 zi1,习语,现代粤语词典
